,Trajectory,Drug,Disease list,Disease Consensus Name List
1076,379,Imidafenacin,"['F13', 'F33', 'F41', 'F43', 'F45', 'F32']","['mental and behavioural disorders due to use of sedatives or hypnotics', 'recurrent depressive disorder', 'anxiety disorders', 'reaction to severe stress, and adjustment disorders', 'somatoform disorders', 'depressive episode']"
1077,11,Interferon beta-1a,"['C71', 'C79', 'H53']","['malignant neoplasm of brain', 'secondary malignant neoplasm of specified sites', 'visual disturbances']"
1078,57,Sodium carbonate,"['E87', 'F10', 'F12', 'F17', 'F20', 'F60', 'F63']","['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids', 'mental and behavioural disorders due to use of tobacco', 'schizophrenia', 'specific personality disorders', 'habit and impulse disorders']"
1079,378,Norepinephrine,"['F10', 'F13', 'F31', 'F60', 'G31', 'D53', 'E51', 'K08']","['mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of sedatives or hypnotics', 'bipolar affective disorder', 'specific personality disorders', 'degenerative diseases of nervous system', 'nutritional anaemias', 'thiamine deficiency', 'disorders of teeth and supporting structures']"
1080,289,Canagliflozin,"['E83', 'D64', 'E03', 'E21', 'A49']","['disorders of mineral metabolism', 'anaemias', 'hypothyroidism', 'hyperparathyroidism and disorders of parathyroid gland', 'bacterial infection of site']"
1081,378,Acenocoumarol,"['F10', 'F13', 'F31', 'F60', 'G31', 'D53', 'E51', 'K08']","['mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of sedatives or hypnotics', 'bipolar affective disorder', 'specific personality disorders', 'degenerative diseases of nervous system', 'nutritional anaemias', 'thiamine deficiency', 'disorders of teeth and supporting structures']"
1082,351,Rizatriptan,"['A02', 'A48', 'A69', 'B07', 'B36', 'B44', 'B49', 'B86', 'C11', 'C26', 'C41', 'C45', 'C50', 'C60', 'C66', 'C69', 'C76', 'C84', 'C88', 'D03', 'D07', 'D31', 'D34', 'D51', 'D89', 'E07', 'E22', 'E23', 'E27', 'E46', 'E74', 'E85', 'F52', 'G24', 'G52', 'G90', 'G92', 'H21', 'H31', 'H55', 'H61', 'J02', 'J11', 'J12', 'J61', 'K11', 'K41', 'L25', 'L60', 'L80', 'L81', 'M12', 'M60', 'N11', 'N34', 'N36', 'N50']","['salmonella infections', 'bacterial diseases', 'spirochaetal infections', 'viral warts', 'superficial mycoses', 'aspergillosis', 'mycosis', 'scabies', 'malignant neoplasm of nasopharynx', 'malignant neoplasm of ill-defined digestive organs', 'malignant neoplasm of bone and articular cartilage of sites', 'mesothelioma', 'malignant neoplasm of breast', 'malignant neoplasm of penis', 'malignant neoplasm of ureter', 'malignant neoplasm of eye and adnexa', 'malignant neoplasm of ill-defined sites', 'peripheral and cutaneous t-cell lymphomas', 'malignant immunoproliferative diseases', 'melanoma in situ', 'carcinoma in situ of genital organs', 'benign neoplasm of eye and adnexa', 'benign neoplasm of thyroid gland', 'vitamin b12 deficiency anaemia', 'disorders involving the immune mechanism', 'disorders of thyroid', 'hyperfunction of pituitary gland', 'hypofunction and disorders of pituitary gland', 'disorders of adrenal gland', 'protein-energy malnutrition', 'disorders of carbohydrate metabolism', 'amyloidosis', 'sexual dysfunction', 'dystonia', 'disorders of cranial nerves', 'disorders of autonomic nervous system', 'toxic encephalopathy', 'disorders of iris and ciliary body', 'disorders of choroid', 'nystagmus and irregular eye movements', 'disorders of external ear', 'acute pharyngitis', 'influenza virus', 'viral pneumonia', 'pneumoconiosis due to asbestos and mineral fibres', 'diseases of salivary glands', 'femoral hernia', 'contact dermatitis', 'nail disorders', 'vitiligo', 'disorders of pigmentation', 'specific arthropathies', 'myositis', 'chronic tubulo-interstitial nephritis', 'urethritis and urethral syndrome', 'disorders of urethra', 'disorders of male genital organs']"
1083,15_73,Isoetarine,"['E10', 'E14', 'E16']","['insulin-dependent diabetes mellitus', 'diabetes mellitus', 'disorders of pancreatic internal secretion']"
1084,244,Fluoxymesterone,"['L71', 'K70', 'D53', 'F05', 'G31']","['rosacea', 'alcoholic liver disease', 'nutritional anaemias', 'delirium', 'degenerative diseases of nervous system']"
1085,380,Rosiglitazone,"['H26', 'H33']","['cataract', 'retinal detachments and breaks']"
1086,375,Pentosan Polysulfate,"['E61', 'G57', 'E78', 'F34', 'G43', 'G44', 'G83', 'H49', 'I22', 'I99', 'C75', 'F40', 'G71', 'K13']","['deficiency of nutrient elements', 'mononeuropathies of lower limb', 'disorders of lipoprotein metabolism and lipidaemias', 'persistent mood [affective] disorders', 'migraine', 'headache syndromes', 'paralytic syndromes', 'paralytic strabismus', 'subsequent myocardial infarction', 'disorders of circulatory system', 'malignant neoplasm of endocrine glands and related structures', 'phobic anxiety disorders', 'primary disorders of muscles', 'diseases of lip and oral mucosa']"
1087,189,Ethinyl Estradiol,"['M45', 'E13', 'D35', 'I10', 'I12', 'I72', 'I77', 'K20', 'L98', 'N05', 'I13']","['ankylosing spondylitis', 'specified diabetes mellitus', 'benign neoplasm of endocrine glands', 'essential (primary) hypertension', 'hypertensive renal disease', 'aneurysm', 'disorders of arteries and arterioles', 'oesophagitis', 'disorders of skin and subcutaneous tissue', 'minor glomerular abnormality', 'hypertensive heart and renal disease']"
1088,308,Artenimol,"['H02', 'H25', 'H26', 'H27', 'H34']","['disorders of eyelid', 'senile cataract', 'cataract', 'disorders of lens', 'retinal vascular occlusions']"
1089,72,Clofazimine,"['N18', 'D64', 'N19']","['chronic renal failure', 'anaemias', 'renal failure']"
1090,158,Nintedanib,"['K92', 'D62']","['diseases of digestive system', 'acute posthaemorrhagic anaemia']"
1091,11,Isavuconazole,"['C71', 'C79', 'H53']","['malignant neoplasm of brain', 'secondary malignant neoplasm of specified sites', 'visual disturbances']"
1092,59,Desogestrel,"['F91', 'F90', 'F98']","['conduct disorders', 'hyperkinetic disorders', 'behavioural and emotional disorders with onset usually occurring in childhood and adolescence']"
1093,461,Dexmethylphenidate,"['N41', 'D40', 'N42', 'C61', 'C64']","['inflammatory diseases of prostate', 'neoplasm of uncertain or unknown behaviour of male genital organs', 'disorders of prostate', 'malignant neoplasm of prostate', 'malignant neoplasm of kidney, except renal pelvis']"
1094,25,Hexocyclium,"['F90', 'F91']","['hyperkinetic disorders', 'conduct disorders']"
1095,320,Vancomycin,"['I50', 'J81', 'B99', 'G93', 'I46']","['heart failure', 'pulmonary oedema', 'infectious diseases', 'disorders of brain', 'cardiac arrest']"
1096,117,Topiramate,"['I84', 'K62', 'D12']","['haemorrhoids', 'diseases of anus and rectum', 'benign neoplasm of colon, rectum, anus and anal canal']"
1097,414,Moroctocog alfa,"['K83', 'K85', 'K86', 'B18', 'C22', 'C24', 'C25']","['diseases of biliary tract', 'acute pancreatitis', 'diseases of pancreas', 'chronic viral hepatitis', 'malignant neoplasm of liver and intrahepatic bile ducts', 'malignant neoplasm of parts of biliary tract', 'malignant neoplasm of pancreas']"
1098,414,Phentolamine,"['K83', 'K85', 'K86', 'B18', 'C22', 'C24', 'C25']","['diseases of biliary tract', 'acute pancreatitis', 'diseases of pancreas', 'chronic viral hepatitis', 'malignant neoplasm of liver and intrahepatic bile ducts', 'malignant neoplasm of parts of biliary tract', 'malignant neoplasm of pancreas']"
1099,163,Prasterone,"['M25', 'M66', 'M87']","['joint disorders', 'spontaneous rupture of synovium and tendon', 'osteonecrosis']"
1100,397,Nitroprusside,"['I48', 'A48', 'C76', 'H18', 'H61', 'I33', 'J30', 'K04']","['atrial fibrillation and flutter', 'bacterial diseases', 'malignant neoplasm of ill-defined sites', 'disorders of cornea', 'disorders of external ear', 'acute and subacute endocarditis', 'vasomotor and allergic rhinitis', 'diseases of pulp and periapical tissues']"
1101,292,Dienogest,"['E10', 'E13', 'E16']","['insulin-dependent diabetes mellitus', 'specified diabetes mellitus', 'disorders of pancreatic internal secretion']"
1102,122_194,Insulin Glargine,"['E10', 'E16', 'H36']","['insulin-dependent diabetes mellitus', 'disorders of pancreatic internal secretion', 'retinal disorders in diseases classified elsewhere']"
1103,289,Etomidate,"['E83', 'D64', 'E03', 'E21', 'A49']","['disorders of mineral metabolism', 'anaemias', 'hypothyroidism', 'hyperparathyroidism and disorders of parathyroid gland', 'bacterial infection of site']"
1104,149,Haloperidol,"['J44', 'J98']","['chronic obstructive pulmonary disease', 'respiratory disorders']"
1105,212,Estriol,"['F17', 'J01', 'J37', 'J38', 'J42', 'J43', 'J93', 'J02']","['mental and behavioural disorders due to use of tobacco', 'acute sinusitis', 'chronic laryngitis and laryngotracheitis', 'diseases of vocal cords and larynx', 'chronic bronchitis', 'emphysema', 'pneumothorax', 'acute pharyngitis']"
1106,18,Xylometazoline,"['E66', 'E78', 'F17', 'I10', 'K76']","['obesity', 'disorders of lipoprotein metabolism and lipidaemias', 'mental and behavioural disorders due to use of tobacco', 'essential (primary) hypertension', 'diseases of liver']"
1107,410,Trilostane,"['I85', 'K70', 'K72', 'K74']","['oesophageal varices', 'alcoholic liver disease', 'hepatic failure', 'fibrosis and cirrhosis of liver']"
1108,168,Alvimopan,"['N18', 'B99', 'N03', 'N25', 'N05']","['chronic renal failure', 'infectious diseases', 'chronic nephritic syndrome', 'disorders resulting from impaired renal tubular function', 'minor glomerular abnormality']"
1109,411,Daunorubicin,"['G31', 'F10', 'F43']","['degenerative diseases of nervous system', 'mental and behavioural disorders due to use of alcohol', 'reaction to severe stress, and adjustment disorders']"
1110,23,Tixocortol,"['E88', 'F79', 'G25', 'G41', 'I47', 'J69', 'G40', 'J96']","['metabolic disorders', 'mental retardation', 'extrapyramidal and movement disorders', 'status epilepticus', 'paroxysmal tachycardia', 'pneumonitis due to solids and liquids', 'epilepsy', 'respiratory failure']"
1111,310,Alvimopan,"['H40', 'H47']","['glaucoma', 'disorders of optic [2nd] nerve and visual pathways']"
1112,431,Irinotecan,"['I65', 'N39']","['occlusion and stenosis of precerebral arteries', 'disorders of urinary system']"
1113,106,Blonanserin,"['M42', 'M51', 'M54']","['spinal osteochondrosis', 'intervertebral disk disorders', 'dorsalgia']"
1114,72,Pipecuronium,"['N18', 'D64', 'N19']","['chronic renal failure', 'anaemias', 'renal failure']"
1115,333_412,Anistreplase,"['K80', 'K81', 'K82']","['cholelithiasis', 'cholecystitis', 'diseases of gallbladder']"
1116,220,Triflupromazine,"['I35', 'I71', 'I72']","['nonrheumatic aortic valve disorders', 'aortic aneurysm and dissection', 'aneurysm']"
1117,24,Idarubicin,"['F80', 'F82']","['specific developmental disorders of speech and language', 'specific developmental disorder of motor function']"
1118,238,Pipecuronium,"['K25', 'K26', 'K70', 'D52', 'D62', 'F05']","['gastric ulcer', 'duodenal ulcer', 'alcoholic liver disease', 'folate deficiency anaemia', 'acute posthaemorrhagic anaemia', 'delirium']"
1119,261,Marimastat,"['N25', 'N18', 'A04', 'B02', 'N03']","['disorders resulting from impaired renal tubular function', 'chronic renal failure', 'bacterial intestinal infections', 'zoster [herpes zoster]', 'chronic nephritic syndrome']"
1120,72,Denosumab,"['N18', 'D64', 'N19']","['chronic renal failure', 'anaemias', 'renal failure']"
1121,200,Trifluoperazine,"['F09', 'F63', 'F03', 'F10', 'G31', 'L21', 'D52', 'E51', 'E53', 'I62', 'J39', 'K02', 'K12', 'M46']","['organic or symptomatic mental disorder', 'habit and impulse disorders', 'dementia', 'mental and behavioural disorders due to use of alcohol', 'degenerative diseases of nervous system', 'seborrhoeic dermatitis', 'folate deficiency anaemia', 'thiamine deficiency', 'deficiency of b group vitamins', 'nontraumatic intracranial haemorrhage', 'diseases of upper respiratory tract', 'dental caries', 'stomatitis and related lesions', 'inflammatory spondylopathies']"
1122,441,Bevacizumab,"['N30', 'K63', 'C71', 'D36', 'D43']","['cystitis', 'diseases of intestine', 'malignant neoplasm of brain', 'benign neoplasm of sites', 'neoplasm of uncertain or unknown behaviour of brain and central nervous system']"
1123,438,Ciprofloxacin,"['B37', 'C34', 'C38', 'C79', 'C80', 'D48', 'D63', 'D70', 'J82', 'M84']","['candidiasis', 'malignant neoplasm of bronchus and lung', 'malignant neoplasm of heart, mediastinum and pleura', 'secondary malignant neoplasm of specified sites', 'malignant neoplasm', 'neoplasm of uncertain or unknown behaviour of sites', 'anaemia in chronic diseases classified elsewhere', 'agranulocytosis', 'pulmonary eosinophilia', 'disorders of continuity of bone']"
1124,451,Bevacizumab,"['I31', 'I20', 'I21']","['diseases of pericardium', 'angina pectoris', 'acute myocardial infarction']"
1125,253,Somatostatin,"['E79', 'M16', 'M87']","['disorders of purine and pyrimidine metabolism', 'coxarthrosis [arthrosis of hip]', 'osteonecrosis']"
1126,222_294,Entacapone,"['G93', 'I46']","['disorders of brain', 'cardiac arrest']"
1127,205,Aminophenazone,"['D52', 'J41', 'L71', 'F17', 'J42', 'J13', 'J39', 'K04', 'K08', 'K12', 'L08', 'N62']","['folate deficiency anaemia', 'simple and mucopurulent chronic bronchitis', 'rosacea', 'mental and behavioural disorders due to use of tobacco', 'chronic bronchitis', 'pneumonia due to streptococcus pneumoniae', 'diseases of upper respiratory tract', 'diseases of pulp and periapical tissues', 'disorders of teeth and supporting structures', 'stomatitis and related lesions', 'local infections of skin and subcutaneous tissue', 'hypertrophy of breast']"
1128,392,Lumacaftor,"['I77', 'H57', 'I70', 'I73', 'I74', 'L03']","['disorders of arteries and arterioles', 'disorders of eye and adnexa', 'atherosclerosis', 'peripheral vascular diseases', 'arterial embolism and thrombosis', 'cellulitis']"
1129,190,Itraconazole,"['M54', 'G54', 'L50', 'M71', 'M76']","['dorsalgia', 'nerve root and plexus disorders', 'urticaria', 'bursopathies', 'enthesopathies of lower limb, excluding foot']"
1130,457,Camphor,"['M16', 'M41', 'M42', 'M43', 'M87']","['coxarthrosis [arthrosis of hip]', 'scoliosis', 'spinal osteochondrosis', 'deforming dorsopathies', 'osteonecrosis']"
1131,110,Rolapitant,"['N18', 'D64']","['chronic renal failure', 'anaemias']"
1132,3,Methyldopa,"['H73', 'K92']","['disorders of tympanic membrane', 'diseases of digestive system']"
1133,414,Nalbuphine,"['K83', 'K85', 'K86', 'B18', 'C22', 'C24', 'C25']","['diseases of biliary tract', 'acute pancreatitis', 'diseases of pancreas', 'chronic viral hepatitis', 'malignant neoplasm of liver and intrahepatic bile ducts', 'malignant neoplasm of parts of biliary tract', 'malignant neoplasm of pancreas']"
1134,125,Infliximab,"['K29', 'K31', 'K51', 'K58', 'K59']","['gastritis and duodenitis', 'diseases of stomach and duodenum', 'ulcerative colitis', 'irritable bowel syndrome', 'functional intestinal disorders']"
1135,398,Sumatriptan,"['I31', 'G60', 'H57', 'I50', 'D52', 'F09', 'I13', 'I25', 'I99', 'J01', 'J41', 'M46']","['diseases of pericardium', 'hereditary and idiopathic neuropathy', 'disorders of eye and adnexa', 'heart failure', 'folate deficiency anaemia', 'organic or symptomatic mental disorder', 'hypertensive heart and renal disease', 'chronic ischaemic heart disease', 'disorders of circulatory system', 'acute sinusitis', 'simple and mucopurulent chronic bronchitis', 'inflammatory spondylopathies']"
1136,270,L-Citrulline,"['A49', 'K29', 'K50', 'K51', 'K75', 'D73', 'E61', 'L50', 'N62']","['bacterial infection of site', 'gastritis and duodenitis', ""crohn's disease [regional enteritis]"", 'ulcerative colitis', 'inflammatory liver diseases', 'diseases of spleen', 'deficiency of nutrient elements', 'urticaria', 'hypertrophy of breast']"
