,Unnamed: 0.1,Unnamed: 0,ICD,Drug,Consensus Name,Disease Name,PubMed_query_name,PubMed count
534,534,531,C91,Disopyramide,lymphoid leukaemia,"lymphoid leukaemia;acute lymphoblastic leukaemia;chronic lymphocytic leukaemia;subacute lymphocytic leukaemia;prolymphocytic leukaemia;hairy-cell leukaemia;adult t-cell leukaemia;prolymphocytic leukaemia of t-cell type;other lymphoid leukaemia;mature b-cell leukaemia burkitt-type;lymphoid leukaemia, unspecified",lymphoid leukaemia,0.0
535,535,532,N20,Conestat alfa,calculus of kidney and ureter,"calculus of kidney and ureter;calculus of kidney;calculus of ureter;calculus of kidney with calculus of ureter;urinary calculus, unspecified",calculus of kidney and ureter,0.0
536,536,533,A02,Dutasteride,salmonella infections,"other salmonella infections;salmonella gastro-enteritis;salmonella septicaemia;localised salmonella infections;other specified salmonella infections;salmonella infection, unspecified",salmonella infections,0.0
537,537,534,E76,Ketamine,disorders of glycosaminoglycan metabolism,"disorders of glycosaminoglycan metabolism;mucopolysaccharidosis, type i;mucopolysaccharidosis, type ii;other mucopolysaccharidoses;mucopolysaccharidosis, unspecified;other disorders of glucosaminoglycan metabolism;disorder of glucosaminoglycan metabolism, unspecified",disorders of glycosaminoglycan metabolism,6.0
538,538,535,B24,Scopolamine,unspecified human immunodeficiency virus [hiv] disease,unspecified human immunodeficiency virus [hiv] disease,human immunodeficiency virus [hiv] disease,5.0
539,539,536,C20,Zaleplon,malignant neoplasm of rectum,malignant neoplasm of rectum,malignant neoplasm of rectum,0.0
540,540,537,F19,Lenvatinib,mental and behavioural disorders due to multiple drug use and use of psychoactive substances,mental and behavioural disorders due to multiple drug use and use of other psychoactive substances;acute intoxication;harmful use;dependence syndrome;withdrawal state;withdrawal state with delirium;psychotic disorder;amnesic syndrome;residual and late-onset psychotic disorder;other mental and behavioural disorders;unspecified mental and behavioural disorder,mental and behavioural disorders due to multiple drug use and use of psychoactive substances,1.0
541,541,538,C61,Ertugliflozin,malignant neoplasm of prostate,malignant neoplasm of prostate,malignant neoplasm of prostate,0.0
542,542,539,G24,Manidipine,dystonia,"dystonia;drug-induced dystonia;idiopathic familial dystonia;idiopathic nonfamilial dystonia;spasmodic torticollis;idiopathic orofacial dystonia;blepharospasm;other dystonia;dystonia, unspecified",dystonia,0.0
543,543,540,D66,Trilostane,hereditary factor viii deficiency,hereditary factor viii deficiency,hereditary factor viii deficiency,0.0
544,544,541,K27,Cholic Acid,acute with perforation,"peptic ulcer, site unspecified;acute with haemorrhage;acute with perforation;acute with both haemorrhage and perforation;acute without haemorrhage or perforation;chronic or unspecified with haemorrhage;chronic or unspecified with perforation;chronic or unspecified with both haemorrhage and perforation;chronic without haemorrhage or perforation;unspecified as acute or chronic, without haemorrhage or perforation",acute with perforation,0.0
545,545,542,G25,Abatacept,extrapyramidal and movement disorders,"other extrapyramidal and movement disorders;essential tremor;drug-induced tremor;other specified forms of tremor;myoclonus;drug-induced chorea;other chorea;drug-induced tics and other tics of organic origin;other specified extrapyramidal and movement disorders;extrapyramidal and movement disorder, unspecified",extrapyramidal and movement disorders,6.0
546,546,543,G41,Thiotepa,status epilepticus,"status epilepticus;grand mal status epilepticus;petit mal status epilepticus;complex partial status epilepticus;other status epilepticus;status epilepticus, unspecified",status epilepticus,0.0
547,547,544,G40,Pipamperone,epilepsy,"epilepsy;localisation-related (focal) (partial) idiopathic epilepsy and epileptic syndromes with seizures of localised onset;localisation-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures;localisation-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures;generalised idiopathic epilepsy and epileptic syndromes;other generalised epilepsy and epileptic syndromes;special epileptic syndromes;grand mal seizures, unspecified (with or without petit mal);petit mal, unspecified, without grand mal seizures;other epilepsy;epilepsy, unspecified",epilepsy,3.0
548,548,545,E72,Hydrocodone,disorders of amino-acid metabolism,"other disorders of amino-acid metabolism;disorders of amino-acid transport;disorders of sulphur-bearing amino-acid metabolism;disorders of urea cycle metabolism;disorders of lysine and hydroxylysine metabolism;disorders of ornithine metabolism;disorders of glycine metabolism;other specified disorders of amino-acid metabolism;disorder of amino-acid metabolism, unspecified",disorders of amino-acid metabolism,3.0
549,549,546,E25,Pseudoephedrine,adrenogenital disorders,"adrenogenital disorders;congenital adrenogenital disorders associated with enzyme deficiency;other adrenogenital disorders;adrenogenital disorder, unspecified",adrenogenital disorders,0.0
550,550,547,I73,Hesperetin,peripheral vascular diseases,"other peripheral vascular diseases;raynaud's syndrome;thromboangiitis obliterans [buerger];other specified peripheral vascular diseases;peripheral vascular disease, unspecified",peripheral vascular diseases,1.0
551,551,548,G25,Promazine,extrapyramidal and movement disorders,"other extrapyramidal and movement disorders;essential tremor;drug-induced tremor;other specified forms of tremor;myoclonus;drug-induced chorea;other chorea;drug-induced tics and other tics of organic origin;other specified extrapyramidal and movement disorders;extrapyramidal and movement disorder, unspecified",extrapyramidal and movement disorders,29.0
552,552,549,I21,Iron,acute myocardial infarction,"acute myocardial infarction;acute transmural myocardial infarction of anterior wall;acute transmural myocardial infarction of inferior wall;acute transmural myocardial infarction of other sites;acute transmural myocardial infarction of unspecified site;acute subendocardial myocardial infarction;acute myocardial infarction, unspecified;i21.x presumed acute myicardial infaction (unconfirmed)",acute myocardial infarction,357.0
553,553,550,E14,Benzphetamine,unspecified diabetes mellitus,unspecified diabetes mellitus;with coma;with ketoacidosis;withrenal complications;with ophthalmic complications;with neurological complications;with peripheral circulatory complications;with other specified complications;with multiple complications;with unspecified complications;without complications,diabetes mellitus,15.0
554,554,551,L13,Triazolam,bullous disorders,"other bullous disorders;dermatitis herpetiformis;subcorneal pustular dermatitis;other specified bullous disorders;bullous disorder, unspecified",bullous disorders,1.0
555,555,552,D72,Zotepine,disorders of white blood cells,"other disorders of white blood cells;genetic anomalies of leukocytes;eosinophilia;other specified disorders of white blood cells;disorder of white blood cells, unspecified",disorders of white blood cells,1.0
556,556,553,G31,Ezogabine,"degenerative diseases of nervous system, not elsewhere classified","other degenerative diseases of nervous system, not elsewhere classified;circumscribed brain atrophy;senile degeneration of brain, not elsewhere classified;degeneration of nervous system due to alcohol;other specified degenerative diseases of nervous system;degenerative disease of nervous system, unspecified",degenerative diseases of nervous system,0.0
557,557,554,N32,Ritonavir,disorders of bladder,"other disorders of bladder;bladder-neck obstruction;vesicointestinal fistula;vesical fistula, not elsewhere classified;diverticulum of bladder;rupture of bladder, nontraumatic;other specified disorders of bladder;bladder disorder, unspecified",disorders of bladder,3.0
558,558,555,J81,Bendroflumethiazide,pulmonary oedema,pulmonary oedema,pulmonary oedema,
559,559,556,M51,Rivastigmine,intervertebral disk disorders,"other intervertebral disk disorders;lumbar and other intervertebral disk disorders with myelopathy;lumbar and other intervertebral disk disorders with radiculopathy;other specified intervertebral disk displacement;other specified intervertebral disk degeneration;schmorl's nodes;other specified intervertebral disk disorders;intervertebral disk disorder, unspecified",intervertebral disk disorders,0.0
560,560,557,J80,Mepenzolate,adult respiratory distress syndrome,adult respiratory distress syndrome,adult respiratory distress syndrome,0.0
561,561,558,K64,Tramadol,haemorrhoids and perianal venous thrombosis,"haemorrhoids and perianal venous thrombosis;first degree haemorrhoids;second degree haemorrhoids;third degree haemorrhoids;fourth degree haemorrhoids;residual haemorrhoidal skin tags;perianal venous thrombosis;other specified haemorrhoids;haemorrhoids,  unspecified",haemorrhoids and perianal venous thrombosis,25.0
562,562,559,F34,Loperamide,persistent mood [affective] disorders,"persistent mood [affective] disorders;cyclothymia;dysthymia;other persistent mood [affective] disorders;persistent mood [affective] disorder, unspecified",persistent mood [affective] disorders,0.0
563,563,560,D73,"Interferon Alfa-2b, Recombinant",diseases of spleen,"diseases of spleen;hyposplenism;hypersplenism;chronic congestive splenomegaly;abscess of spleen;cyst of spleen;infarction of spleen;other diseases of spleen;disease of spleen, unspecified",diseases of spleen,28.0
564,564,561,J45,Lornoxicam,asthma,,,0.0
565,565,562,M19,Hesperetin,arthrosis,"other arthrosis;primary arthrosis of other joints;posttraumatic arthrosis of other joints;other secondary arthrosis;other specified arthrosis;arthrosis, unspecified",arthrosis,13.0
566,566,563,C91,Interferon beta-1a,lymphoid leukaemia,"lymphoid leukaemia;acute lymphoblastic leukaemia;chronic lymphocytic leukaemia;subacute lymphocytic leukaemia;prolymphocytic leukaemia;hairy-cell leukaemia;adult t-cell leukaemia;prolymphocytic leukaemia of t-cell type;other lymphoid leukaemia;mature b-cell leukaemia burkitt-type;lymphoid leukaemia, unspecified",lymphoid leukaemia,1.0
567,567,564,E63,Oxymetazoline,nutritional deficiencies,"other nutritional deficiencies;essential fatty acid [efa] deficiency;imbalance of constituents of food intake;other specified nutritional deficiencies;nutritional deficiency, unspecified",nutritional deficiencies,2.0
568,568,565,C83,Indinavir,diffuse non-hodgkin's lymphoma,"diffuse non-hodgkin's lymphoma;small cell (diffuse);small cleaved cell (diffuse);mixed small and large cell (diffuse);large cell (diffuse);immunoblastic (diffuse);lymphoblastic (diffuse);undifferentiated (diffuse);burkitt's tumour;other types of diffuse non-hodgkin's lymphoma;diffuse non-hodgkin's lymphoma, unspecified",diffuse non-hodgkin's lymphoma,0.0
569,569,566,I95,Dalfampridine,hypotension,"hypotension;idiopathic hypotension;orthostatic hypotension;hypotension due to drugs;other hypotension;hypotension, unspecified",hypotension,467.0
570,570,567,G30,Macitentan,alzheimer's disease,"alzheimer's disease;alzheimer's disease with early onset;alzheimer's disease with late onset;other alzheimer's disease;alzheimer's disease, unspecified",alzheimer's disease,0.0
571,571,568,G41,Dabrafenib,status epilepticus,"status epilepticus;grand mal status epilepticus;petit mal status epilepticus;complex partial status epilepticus;other status epilepticus;status epilepticus, unspecified",status epilepticus,0.0
572,572,569,F42,Lumiracoxib,obsessive-compulsive disorder,"obsessive-compulsive disorder;predominantly obsessional thoughts or ruminations;predominantly compulsive acts [obsessional rituals];mixed obsessional thoughts and acts;other obsessive-compulsive disorders;obsessive-compulsive disorder, unspecified",obsessive-compulsive disorder,0.0
573,573,570,G64,Isosorbide,disorders of peripheral nervous system,other disorders of peripheral nervous system,disorders of peripheral nervous system,19.0
574,574,571,I35,Prasterone,nonrheumatic aortic valve disorders,"nonrheumatic aortic valve disorders;aortic (valve) stenosis;aortic (valve) insufficiency;aortic (valve) stenosis with insufficiency;other aortic valve disorders;aortic valve disorder, unspecified",nonrheumatic aortic valve disorders,0.0
