Unnamed: 0,Trajectory,Disease list,Drug,FDR,Disease Consensus Name List,Result,reasoning_short,Extracted_Symptom,Harmonized_Symptom
9228,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Quinidine,0.034344138,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,Historically used for arrhythmias and heart block; indirect clinical support (observational/accepted practice). Not specific to the full combo.,arrhythmias and heart block,arrhythmias and heart block
9229,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Phenoxybenzamine,4.1888257452754e-08,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,"Phenoxybenzamine is used for managing symptoms of heart failure and hypertension, which are relevant to the conditions listed in the trajectory. It is supported by clinical guidelines and observational studies.",symptoms of heart failure and hypertension,heart failure and hypertension
9231,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Acetylsalicylic acid,0.000792991,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,Commonly used for pain management and anti-inflammatory effects in heart-related conditions; indirect clinical support (observational/accepted practice). Not specific to the full combo.,pain management and anti-inflammatory effects in heart-related conditions,pain management in heart-related conditions
9232,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Apraclonidine,0.014691029,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,Apraclonidine is used for managing symptoms like hypertension and bradycardia in heart failure and related conditions; indirect support from observational studies and accepted practice.,symptoms like hypertension and bradycardia in heart failure and related conditions,heart failure and hypertension
9233,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Telmisartan,0.012874506,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,"Telmisartan is commonly used for hypertension, which is relevant to heart disease and angina pectoris; indirect clinical support (observational/accepted practice). Not specific to the full combo.",hypertension,hypertension
9237,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Felodipine,0.000236292,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,"Felodipine is commonly used for hypertension, which is relevant to angina pectoris and acute myocardial infarction; indirect clinical support (observational/accepted practice). Not specific to the full combo.",hypertension,hypertension
9238,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Procainamide,0.011702656,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,"Procainamide is used for atrioventricular and left bundle-branch block, and complications of heart disease; evidence from observational studies and accepted practice.",atrioventricular and left bundle-branch block,atrioventricular and left bundle-branch block
9239,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Thalidomide,0.033702619,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,"Thalidomide is used for complications of heart disease, such as scarring and inflammation, and has evidence from observational studies and accepted practice for managing these conditions.",complications of heart disease,cardiac disorders
9240,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Ibuprofen,0.010930756,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,Commonly used for pain management in heart disease and related conditions; indirect clinical support (observational/accepted practice). Not specific to the full combo.,pain management in heart disease and related conditions,pain management in heart-related conditions
9241,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Nitrendipine,0.003698955,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,Nitrendipine is commonly used for angina pectoris and acute myocardial infarction; indirect clinical support (observational/accepted practice). Not specific to the full combo.,angina pectoris and acute myocardial infarction,angina pectoris
9242,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Tocainide,0.014691029,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,Tocainide is used for angina pectoris and acute myocardial infarction; evidence from RCTs and observational studies support its use in these conditions.,angina pectoris and acute myocardial infarction,angina pectoris
9245,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Sertraline,0.044343795,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,"Commonly used for depression and anxiety, which can be related to heart disease and scoliosis; indirect clinical support (observational/accepted practice). Not specific to the full combo.",depression and anxiety,depression and anxiety
9246,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Heparin,0.033702619,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,Heparin is commonly used for acute myocardial infarction and related heart conditions; indirect clinical support (observational/accepted practice). Not specific to the full combo.,acute myocardial infarction and related heart conditions,cerebral infarction and chronic ischaemic heart disease
9247,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Nifedipine,0.004238448,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,Nifedipine is commonly used for angina pectoris and acute myocardial infarction; indirect clinical support (observational/accepted practice). Not specific to the full combo.,angina pectoris and acute myocardial infarction,angina pectoris
9248,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Amiodarone,0.026161784,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,"Amiodarone is commonly used for atrioventricular and left bundle-branch block, and complications of heart disease; indirect clinical support (observational/accepted practice). Not specific to the full combo.",atrioventricular and left bundle-branch block,atrioventricular and left bundle-branch block
