,Trajectory,Drug,Disease list,Disease Consensus Name List,PubMed count,PubMed count avg
870,454,Lasofoxifene,"['G40', 'G41', 'G81', 'I61', 'I62']","['epilepsy', 'status epilepticus', 'hemiplegia', 'intracerebral haemorrhage', 'nontraumatic intracranial haemorrhage']","[0, 0, 0, 0, 0]",0.0
871,47,Osimertinib,"['N12', 'N39']","['tubulo-interstitial nephritis', 'disorders of urinary system']","[0, 1]",0.5
872,394,Glycyrrhizic acid,"['B36', 'D34', 'E72', 'F09', 'G90', 'I10', 'I30', 'I33', 'I60', 'I78', 'J13', 'J30', 'K73', 'L08', 'L21', 'L23', 'L29', 'L71', 'L85', 'N02', 'N04', 'C74', 'E26', 'E29', 'G37', 'G96', 'H72', 'I68', 'J35', 'K09', 'L70', 'M14', 'N03', 'N49']","['superficial mycoses', 'benign neoplasm of thyroid gland', 'disorders of amino-acid metabolism', 'organic or symptomatic mental disorder', 'disorders of autonomic nervous system', 'essential (primary) hypertension', 'acute pericarditis', 'acute and subacute endocarditis', 'subarachnoid haemorrhage', 'diseases of capillaries', 'pneumonia due to streptococcus pneumoniae', 'vasomotor and allergic rhinitis', 'chronic hepatitis', 'local infections of skin and subcutaneous tissue', 'seborrhoeic dermatitis', 'allergic contact dermatitis', 'pruritus', 'rosacea', 'epidermal thickening', 'recurrent and persistent haematuria', 'nephrotic syndrome', 'malignant neoplasm of adrenal gland', 'hyperaldosteronism', 'testicular dysfunction', 'demyelinating diseases of central nervous system', 'disorders of central nervous system', 'perforation of tympanic membrane', 'cerebrovascular disorders in diseases classified elsewhere', 'chronic diseases of tonsils and adenoids', 'cysts of oral region', 'acne', 'arthropathies in diseases classified elsewhere', 'chronic nephritic syndrome', 'inflammatory disorders of male genital organs']","[0, 0, 24, 118, 2, 0, 0, 0, 7, 6, 139, 16, 0, 6, 3, 3, 0, 24, 2, 5, 51, 0, 1, 44, 0, 0, 0, 0, 5, 0, 0, 1]",14.28125
873,110,Mecamylamine,"['N18', 'D64']","['chronic renal failure', 'anaemias']","[0, 0]",0.0
874,205,Rufinamide,"['D52', 'J41', 'L71', 'F17', 'J42', 'J13', 'J39', 'K04', 'K08', 'K12', 'L08', 'N62']","['folate deficiency anaemia', 'simple and mucopurulent chronic bronchitis', 'rosacea', 'mental and behavioural disorders due to use of tobacco', 'chronic bronchitis', 'pneumonia due to streptococcus pneumoniae', 'diseases of upper respiratory tract', 'diseases of pulp and periapical tissues', 'disorders of teeth and supporting structures', 'stomatitis and related lesions', 'local infections of skin and subcutaneous tissue', 'hypertrophy of breast']","[0, 0, 0, 0, 0, 0, 0, 0, 15, 2, 0, 0]",1.4166666666666667
875,333_412,Aminosalicylic Acid,"['K80', 'K81', 'K82']","['cholelithiasis', 'cholecystitis', 'diseases of gallbladder']","[2, 1, 3]",2.0
876,417,Fluticasone furoate,"['L84', 'N25', 'N18']","['corns and callosities', 'disorders resulting from impaired renal tubular function', 'chronic renal failure']","[0, 0, 0]",0.0
877,413,Olodaterol,"['K83', 'B18', 'C22', 'C24']","['diseases of biliary tract', 'chronic viral hepatitis', 'malignant neoplasm of liver and intrahepatic bile ducts', 'malignant neoplasm of parts of biliary tract']","[0, 0, 0]",0.0
878,18,Enasidenib,"['E66', 'E78', 'F17', 'I10', 'K76']","['obesity', 'disorders of lipoprotein metabolism and lipidaemias', 'mental and behavioural disorders due to use of tobacco', 'essential (primary) hypertension', 'diseases of liver']","[0, 0, 0, 0, 1]",0.2
879,56,Aminophylline,"['F32', 'F33', 'F41', 'F45']","['depressive episode', 'recurrent depressive disorder', 'anxiety disorders', 'somatoform disorders']","[5, 0, 2, 2]",2.25
880,346,Troleandomycin,"['N10', 'N18', 'B02', 'B25', 'H10', 'I13', 'N05']","['acute tubulo-interstitial nephritis', 'chronic renal failure', 'zoster [herpes zoster]', 'cytomegaloviral disease', 'conjunctivitis', 'hypertensive heart and renal disease', 'minor glomerular abnormality']","[0, 0, 1, 0, 0, 8, 0]",1.2857142857142858
881,122_194,Safinamide,"['E10', 'E16', 'H36']","['insulin-dependent diabetes mellitus', 'disorders of pancreatic internal secretion', 'retinal disorders in diseases classified elsewhere']","[0, 0, 0]",0.0
882,461,Tetrabenazine,"['N41', 'D40', 'N42', 'C61', 'C64']","['inflammatory diseases of prostate', 'neoplasm of uncertain or unknown behaviour of male genital organs', 'disorders of prostate', 'malignant neoplasm of prostate', 'malignant neoplasm of kidney, except renal pelvis']","[0, 0, 0, 0, 0]",0.0
883,27,Tolbutamide,"['G40', 'G41', 'G47', 'G81', 'G91']","['epilepsy', 'status epilepticus', 'sleep disorders', 'hemiplegia', 'hydrocephalus']","[23, 0, 3, 5, 1]",6.4
884,389,Diphenoxylate,"['E10', 'E13', 'E16', 'H26', 'H33', 'H35', 'H36']","['insulin-dependent diabetes mellitus', 'specified diabetes mellitus', 'disorders of pancreatic internal secretion', 'cataract', 'retinal detachments and breaks', 'retinal disorders', 'retinal disorders in diseases classified elsewhere']","[1, 0, 0, 0, 1, 0, 0]",0.2857142857142857
885,410,Dinoprostone,"['I85', 'K70', 'K72', 'K74']","['oesophageal varices', 'alcoholic liver disease', 'hepatic failure', 'fibrosis and cirrhosis of liver']","[2, 44, 61, 540]",161.75
886,290,St. John's Wort,"['K51', 'D73', 'J04', 'K29', 'A69', 'D16', 'D21', 'L50', 'N10', 'N62']","['ulcerative colitis', 'diseases of spleen', 'acute laryngitis and tracheitis', 'gastritis and duodenitis', 'spirochaetal infections', 'benign neoplasm of bone and articular cartilage', 'benign neoplasms of connective and soft tissue', 'urticaria', 'acute tubulo-interstitial nephritis', 'hypertrophy of breast']","[5, 1, 0, 6, 0, 9, 5, 0, 0]",2.888888888888889
887,77,Tiotropium,"['F11', 'F13', 'F19', 'B18', 'B24', 'F14', 'F15']","['mental and behavioural disorders due to use of opioids', 'mental and behavioural disorders due to use of sedatives or hypnotics', 'mental and behavioural disorders due to multiple drug use and use of psychoactive substances', 'chronic viral hepatitis', 'human immunodeficiency virus [hiv] disease', 'mental and behavioural disorders due to use of cocaine', 'mental and behavioural disorders due to use of stimulants, including caffeine']","[0, 1, 1, 2, 1, 0]",0.8333333333333334
888,157_240,Topiroxostat,"['K80', 'K81', 'K82', 'K83']","['cholelithiasis', 'cholecystitis', 'diseases of gallbladder', 'diseases of biliary tract']","[0, 0, 0]",0.0
889,408,Alefacept,"['K83', 'K85', 'K86', 'B18', 'C22', 'C24', 'C25', 'K80', 'K81', 'K82']","['diseases of biliary tract', 'acute pancreatitis', 'diseases of pancreas', 'chronic viral hepatitis', 'malignant neoplasm of liver and intrahepatic bile ducts', 'malignant neoplasm of parts of biliary tract', 'malignant neoplasm of pancreas', 'cholelithiasis', 'cholecystitis', 'diseases of gallbladder']","[0, 0, 1, 2, 0, 1, 1, 0, 0]",0.5555555555555556
890,59,Cyclosporine,"['F91', 'F90', 'F98']","['conduct disorders', 'hyperkinetic disorders', 'behavioural and emotional disorders with onset usually occurring in childhood and adolescence']","[11, 0, 9531]",3180.6666666666665
891,454,Dienogest,"['G40', 'G41', 'G81', 'I61', 'I62']","['epilepsy', 'status epilepticus', 'hemiplegia', 'intracerebral haemorrhage', 'nontraumatic intracranial haemorrhage']","[0, 0, 0, 0, 0]",0.0
892,134,Menadione,"['M42', 'M51', 'M54', 'G54', 'M62']","['spinal osteochondrosis', 'intervertebral disk disorders', 'dorsalgia', 'nerve root and plexus disorders', 'disorders of muscle']","[0, 0, 0, 0, 23]",4.6
893,443,Salicylic acid,"['D75', 'D64', 'D68', 'E21', 'E83']","['diseases of blood and blood-forming organs', 'anaemias', 'coagulation defects', 'hyperparathyroidism and disorders of parathyroid gland', 'disorders of mineral metabolism']","[448, 36, 38, 2, 14]",107.6
894,266,Menthol,"['N39', 'I95']","['disorders of urinary system', 'hypotension']","[5, 54]",29.5
895,414,Caspofungin,"['K83', 'K85', 'K86', 'B18', 'C22', 'C24', 'C25']","['diseases of biliary tract', 'acute pancreatitis', 'diseases of pancreas', 'chronic viral hepatitis', 'malignant neoplasm of liver and intrahepatic bile ducts', 'malignant neoplasm of parts of biliary tract', 'malignant neoplasm of pancreas']","[6, 23, 0, 9, 0, 1]",6.5
896,55,Disulfiram,"['F11', 'F13', 'F19']","['mental and behavioural disorders due to use of opioids', 'mental and behavioural disorders due to use of sedatives or hypnotics', 'mental and behavioural disorders due to multiple drug use and use of psychoactive substances']","[133, 191, 52]",125.33333333333333
897,266,Bupropion,"['N39', 'I95']","['disorders of urinary system', 'hypotension']","[4, 199]",101.5
898,448,Chlorpromazine,"['F32', 'F33', 'F41', 'F43', 'F45']","['depressive episode', 'recurrent depressive disorder', 'anxiety disorders', 'reaction to severe stress, and adjustment disorders', 'somatoform disorders']","[33, 4, 250, 56, 10]",70.6
899,333_412,Ofloxacin,"['K80', 'K81', 'K82']","['cholelithiasis', 'cholecystitis', 'diseases of gallbladder']","[7, 25, 10]",14.0
900,307,Betaxolol,"['J31', 'K45', 'E66', 'G62', 'G61', 'H16', 'L71', 'M93']","['chronic rhinitis, nasopharyngitis and pharyngitis', 'abdominal hernia', 'obesity', 'polyneuropathies', 'inflammatory polyneuropathy', 'keratitis', 'rosacea', 'osteochondropathies']","[0, 0, 3, 0, 0, 6, 0, 0]",1.125
901,395,Fludeoxyglucose F-18,"['I26', 'I80', 'I82']","['pulmonary embolism', 'phlebitis and thrombophlebitis', 'venous embolism and thrombosis']","[87, 16, 218]",107.0
902,315,Reserpine,"['I20', 'B00', 'K04']","['angina pectoris', 'herpesviral [herpes simplex] infections', 'diseases of pulp and periapical tissues']","[28, 0, 1]",9.666666666666666
903,413,Dihydroergocristine,"['K83', 'B18', 'C22', 'C24']","['diseases of biliary tract', 'chronic viral hepatitis', 'malignant neoplasm of liver and intrahepatic bile ducts', 'malignant neoplasm of parts of biliary tract']","[0, 0, 0, 0]",0.0
904,445,Miconazole,"['G91', 'I60', 'H04', 'H21', 'E11', 'E53', 'E55', 'G82', 'N08']","['hydrocephalus', 'subarachnoid haemorrhage', 'disorders of lachrymal system', 'disorders of iris and ciliary body', 'non-insulin-dependent diabetes mellitus', 'deficiency of b group vitamins', 'vitamin d deficiency', 'paraplegia and tetraplegia', 'glomerular disorders in diseases classified elsewhere']","[8, 3, 0, 0, 7, 0, 0, 1, 0]",2.111111111111111
905,279,Bosentan,"['C18', 'C19', 'C20', 'C48', 'K36']","['malignant neoplasm of colon', 'malignant neoplasm of rectosigmoid junction', 'malignant neoplasm of rectum', 'malignant neoplasm of retroperitoneum and peritoneum', 'appendicitis']","[5, 0, 1, 6, 1]",2.6
906,333_412,Ethynodiol diacetate,"['K80', 'K81', 'K82']","['cholelithiasis', 'cholecystitis', 'diseases of gallbladder']","[1, 2, 2]",1.6666666666666667
907,405,Insulin Glargine,"['K83', 'B18', 'C22', 'C24', 'C25', 'K80', 'K81', 'K82', 'K85', 'K86']","['diseases of biliary tract', 'chronic viral hepatitis', 'malignant neoplasm of liver and intrahepatic bile ducts', 'malignant neoplasm of parts of biliary tract', 'malignant neoplasm of pancreas', 'cholelithiasis', 'cholecystitis', 'diseases of gallbladder', 'acute pancreatitis', 'diseases of pancreas']","[1, 0, 6, 0, 20, 1, 4, 2, 25, 43]",10.2
908,79,Norelgestromin,"['B16', 'B18', 'F11', 'F12', 'F13', 'F14', 'F19', 'K73']","['acute hepatitis b', 'chronic viral hepatitis', 'mental and behavioural disorders due to use of opioids', 'mental and behavioural disorders due to use of cannabinoids', 'mental and behavioural disorders due to use of sedatives or hypnotics', 'mental and behavioural disorders due to use of cocaine', 'mental and behavioural disorders due to multiple drug use and use of psychoactive substances', 'chronic hepatitis']","[0, 0, 0, 0, 0, 0, 0, 1]",0.125
909,244,Rifampicin,"['L71', 'K70', 'D53', 'F05', 'G31']","['rosacea', 'alcoholic liver disease', 'nutritional anaemias', 'delirium', 'degenerative diseases of nervous system']","[3, 23, 4, 4, 0]",6.8
910,389,Arformoterol,"['E10', 'E13', 'E16', 'H26', 'H33', 'H35', 'H36']","['insulin-dependent diabetes mellitus', 'specified diabetes mellitus', 'disorders of pancreatic internal secretion', 'cataract', 'retinal detachments and breaks', 'retinal disorders', 'retinal disorders in diseases classified elsewhere']","[3, 0, 2, 3, 3, 1, 0]",1.7142857142857142
911,76,Semaglutide,"['F10', 'K70']","['mental and behavioural disorders due to use of alcohol', 'alcoholic liver disease']","[45, 167]",106.0
912,427,Umeclidinium,"['N30', 'N43', 'D29', 'N10', 'N39', 'H10', 'N02', 'N40', 'N41', 'N42']","['cystitis', 'hydrocele and spermatocele', 'benign neoplasm of male genital organs', 'acute tubulo-interstitial nephritis', 'disorders of urinary system', 'conjunctivitis', 'recurrent and persistent haematuria', 'hyperplasia of prostate', 'inflammatory diseases of prostate', 'disorders of prostate']","[0, 0, 0, 0, 2, 0, 5, 0, 0, 0]",0.7
913,67,Icotinib,"['B20', 'B24']","['human immunodeficiency virus [hiv] disease resulting in infectious and parasitic diseases', 'human immunodeficiency virus [hiv] disease']","[0, 1]",0.5
914,445,Fludiazepam,"['G91', 'I60', 'H04', 'H21', 'E11', 'E53', 'E55', 'G82', 'N08']","['hydrocephalus', 'subarachnoid haemorrhage', 'disorders of lachrymal system', 'disorders of iris and ciliary body', 'non-insulin-dependent diabetes mellitus', 'deficiency of b group vitamins', 'vitamin d deficiency', 'paraplegia and tetraplegia', 'glomerular disorders in diseases classified elsewhere']","[0, 0, 0, 0, 4, 0, 0, 0, 0]",0.4444444444444444
915,3,Desvenlafaxine,"['H73', 'K92']","['disorders of tympanic membrane', 'diseases of digestive system']","[0, 4]",2.0
916,212,Nisoldipine,"['F17', 'J01', 'J37', 'J38', 'J42', 'J43', 'J93', 'J02']","['mental and behavioural disorders due to use of tobacco', 'acute sinusitis', 'chronic laryngitis and laryngotracheitis', 'diseases of vocal cords and larynx', 'chronic bronchitis', 'emphysema', 'pneumothorax', 'acute pharyngitis']","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
917,281,Norethynodrel,"['C67', 'C68', 'N30', 'C65']","['malignant neoplasm of bladder', 'malignant neoplasm of urinary organs', 'cystitis', 'malignant neoplasm of renal pelvis']","[2, 1, 0, 0]",0.75
918,410,Roflumilast,"['I85', 'K70', 'K72', 'K74']","['oesophageal varices', 'alcoholic liver disease', 'hepatic failure', 'fibrosis and cirrhosis of liver']","[0, 6, 2, 58]",16.5
919,315,Anisotropine Methylbromide,"['I20', 'B00', 'K04']","['angina pectoris', 'herpesviral [herpes simplex] infections', 'diseases of pulp and periapical tissues']","[0, 0, 0]",0.0
920,401,Oxybutynin,"['F09', 'J62', 'J44', 'J47', 'K20']","['organic or symptomatic mental disorder', 'pneumoconiosis due to dust containing silica', 'chronic obstructive pulmonary disease', 'bronchiectasis', 'oesophagitis']","[17, 0, 1, 0, 4]",4.4
921,179,Trastuzumab emtansine,"['C61', 'N32', 'N40', 'D40']","['malignant neoplasm of prostate', 'disorders of bladder', 'hyperplasia of prostate', 'neoplasm of uncertain or unknown behaviour of male genital organs']","[1, 4, 0, 14]",4.75
922,444,Lisdexamfetamine,"['E10', 'E13', 'E16', 'H26', 'H33']","['insulin-dependent diabetes mellitus', 'specified diabetes mellitus', 'disorders of pancreatic internal secretion', 'cataract', 'retinal detachments and breaks']","[1, 0, 0, 0, 0]",0.2
923,364,Tiaprofenic acid,"['C65', 'C67', 'C68', 'N30', 'C66']","['malignant neoplasm of renal pelvis', 'malignant neoplasm of bladder', 'malignant neoplasm of urinary organs', 'cystitis', 'malignant neoplasm of ureter']","[0, 2, 0, 28, 0]",6.0
924,394,Abemaciclib,"['B36', 'D34', 'E72', 'F09', 'G90', 'I10', 'I30', 'I33', 'I60', 'I78', 'J13', 'J30', 'K73', 'L08', 'L21', 'L23', 'L29', 'L71', 'L85', 'N02', 'N04', 'C74', 'E26', 'E29', 'G37', 'G96', 'H72', 'I68', 'J35', 'K09', 'L70', 'M14', 'N03', 'N49']","['superficial mycoses', 'benign neoplasm of thyroid gland', 'disorders of amino-acid metabolism', 'organic or symptomatic mental disorder', 'disorders of autonomic nervous system', 'essential (primary) hypertension', 'acute pericarditis', 'acute and subacute endocarditis', 'subarachnoid haemorrhage', 'diseases of capillaries', 'pneumonia due to streptococcus pneumoniae', 'vasomotor and allergic rhinitis', 'chronic hepatitis', 'local infections of skin and subcutaneous tissue', 'seborrhoeic dermatitis', 'allergic contact dermatitis', 'pruritus', 'rosacea', 'epidermal thickening', 'recurrent and persistent haematuria', 'nephrotic syndrome', 'malignant neoplasm of adrenal gland', 'hyperaldosteronism', 'testicular dysfunction', 'demyelinating diseases of central nervous system', 'disorders of central nervous system', 'perforation of tympanic membrane', 'cerebrovascular disorders in diseases classified elsewhere', 'chronic diseases of tonsils and adenoids', 'cysts of oral region', 'acne', 'arthropathies in diseases classified elsewhere', 'chronic nephritic syndrome', 'inflammatory disorders of male genital organs']","[0, 0, 1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0]",0.96875
925,410,Disopyramide,"['I85', 'K70', 'K72', 'K74']","['oesophageal varices', 'alcoholic liver disease', 'hepatic failure', 'fibrosis and cirrhosis of liver']","[0, 1, 23, 15]",9.75
926,15_73,Alectinib,"['E10', 'E14', 'E16']","['insulin-dependent diabetes mellitus', 'diabetes mellitus', 'disorders of pancreatic internal secretion']","[0, 1, 1]",0.6666666666666666
927,411,Salmeterol,"['G31', 'F10', 'F43']","['degenerative diseases of nervous system', 'mental and behavioural disorders due to use of alcohol', 'reaction to severe stress, and adjustment disorders']","[0, 22, 0]",7.333333333333333
928,334,Oxaprozin,"['L28', 'K76', 'D73', 'E51', 'M89']","['lichen simplex chronicus and prurigo', 'diseases of liver', 'diseases of spleen', 'thiamine deficiency', 'disorders of bone']","[0, 6, 1, 0, 1]",1.6
929,205,Vilazodone,"['D52', 'J41', 'L71', 'F17', 'J42', 'J13', 'J39', 'K04', 'K08', 'K12', 'L08', 'N62']","['folate deficiency anaemia', 'simple and mucopurulent chronic bronchitis', 'rosacea', 'mental and behavioural disorders due to use of tobacco', 'chronic bronchitis', 'pneumonia due to streptococcus pneumoniae', 'diseases of upper respiratory tract', 'diseases of pulp and periapical tissues', 'disorders of teeth and supporting structures', 'stomatitis and related lesions', 'local infections of skin and subcutaneous tissue', 'hypertrophy of breast']","[0, 0, 0, 0, 0, 0, 0, 8, 1, 0, 0]",0.8181818181818182
