,Trajectory,Drug,Disease list,Disease Consensus Name List
905,120,Digitoxin,"['F31', 'F10', 'K70']","['bipolar affective disorder', 'mental and behavioural disorders due to use of alcohol', 'alcoholic liver disease']"
906,411,D-glucose,"['G95', 'M41', 'M42', 'M43', 'M48', 'M62', 'G54', 'M47', 'M51', 'M54', 'M93', 'M96']","['diseases of spinal cord', 'scoliosis', 'spinal osteochondrosis', 'deforming dorsopathies', 'spondylopathies', 'disorders of muscle', 'nerve root and plexus disorders', 'spondylosis', 'intervertebral disk disorders', 'dorsalgia', 'osteochondropathies', 'postprocedural musculoskeletal disorders']"
907,185,Sevoflurane,"['F17', 'G45', 'J38', 'J40', 'J43', 'J98']","['mental and behavioural disorders due to use of tobacco', 'transient cerebral ischaemic attacks and related syndromes', 'diseases of vocal cords and larynx', 'bronchitis', 'emphysema', 'respiratory disorders']"
908,312_402,Fluphenazine,"['K59', 'E65', 'L90', 'N62']","['functional intestinal disorders', 'localised adiposity', 'atrophic disorders of skin', 'hypertrophy of breast']"
909,440,Valproic Acid,"['G95', 'M41', 'M43', 'M48', 'M51', 'M62', 'G54', 'M16', 'M25', 'M42', 'M47', 'M54', 'M87', 'M93', 'M96']","['diseases of spinal cord', 'scoliosis', 'deforming dorsopathies', 'spondylopathies', 'intervertebral disk disorders', 'disorders of muscle', 'nerve root and plexus disorders', 'coxarthrosis [arthrosis of hip]', 'joint disorders', 'spinal osteochondrosis', 'spondylosis', 'dorsalgia', 'osteonecrosis', 'osteochondropathies', 'postprocedural musculoskeletal disorders']"
910,97,Fomepizole,"['K80', 'K81', 'K82', 'K83', 'K85']","['cholelithiasis', 'cholecystitis', 'diseases of gallbladder', 'diseases of biliary tract', 'acute pancreatitis']"
911,142,Nortriptyline,"['K21', 'K22', 'K44']","['gastro-oesophageal reflux disease', 'diseases of oesophagus', 'diaphragmatic hernia']"
912,160,Clotiazepam,"['G83', 'H10', 'M54', 'M76', 'J04', 'J31']","['paralytic syndromes', 'conjunctivitis', 'dorsalgia', 'enthesopathies of lower limb, excluding foot', 'acute laryngitis and tracheitis', 'chronic rhinitis, nasopharyngitis and pharyngitis']"
913,300,Bifonazole,"['I70', 'I77']","['atherosclerosis', 'disorders of arteries and arterioles']"
914,375,Dexlansoprazole,"['K20', 'K51', 'A49', 'K29', 'J37', 'N89']","['oesophagitis', 'ulcerative colitis', 'bacterial infection of site', 'gastritis and duodenitis', 'chronic laryngitis and laryngotracheitis', 'noninflammatory disorders of vagina']"
915,325,Dyphylline,"['E10', 'E13', 'E14', 'E11', 'G63', 'L03', 'N08', 'A04', 'E16', 'F01', 'G51', 'I79', 'L89', 'L98', 'M86']","['insulin-dependent diabetes mellitus', 'specified diabetes mellitus', 'diabetes mellitus', 'non-insulin-dependent diabetes mellitus', 'polyneuropathy in diseases classified elsewhere', 'cellulitis', 'glomerular disorders in diseases classified elsewhere', 'bacterial intestinal infections', 'disorders of pancreatic internal secretion', 'vascular dementia', 'facial nerve disorders', 'disorders of arteries, arterioles and capillaries in diseases classified elsewhere', 'decubitus ulcer', 'disorders of skin and subcutaneous tissue', 'osteomyelitis']"
916,52,Bortezomib,"['J20', 'J00']","['acute bronchitis', 'acute nasopharyngitis [common cold]']"
917,148_222,Delavirdine,"['K80', 'K81', 'K82', 'K83']","['cholelithiasis', 'cholecystitis', 'diseases of gallbladder', 'diseases of biliary tract']"
918,372,Nateglinide,"['F32', 'F48', 'F19', 'F22', 'F40', 'F44', 'F51', 'L29', 'L82']","['depressive episode', 'neurotic disorders', 'mental and behavioural disorders due to multiple drug use and use of psychoactive substances', 'persistent delusional disorders', 'phobic anxiety disorders', 'dissociative [conversion] disorders', 'sleep disorders', 'pruritus', 'seborrhoeic keratosis']"
919,387,Progesterone,"['H40', 'H47']","['glaucoma', 'disorders of optic [2nd] nerve and visual pathways']"
920,316,Nafamostat,"['K59', 'L90']","['functional intestinal disorders', 'atrophic disorders of skin']"
921,14,Naphazoline,"['E10', 'E16', 'E87']","['insulin-dependent diabetes mellitus', 'disorders of pancreatic internal secretion', 'disorders of fluid, electrolyte and acid-base balance']"
922,44,Procaine,"['F11', 'F13', 'F19']","['mental and behavioural disorders due to use of opioids', 'mental and behavioural disorders due to use of sedatives or hypnotics', 'mental and behavioural disorders due to multiple drug use and use of psychoactive substances']"
923,189,Brompheniramine,"['B00', 'G35']","['herpesviral [herpes simplex] infections', 'multiple sclerosis']"
924,363,Isometheptene,"['E13', 'E10', 'E16']","['specified diabetes mellitus', 'insulin-dependent diabetes mellitus', 'disorders of pancreatic internal secretion']"
925,395,Morphine,"['I84', 'K60', 'K64']","['haemorrhoids', 'fissure and fistula of anal and rectal regions', 'haemorrhoids and perianal venous thrombosis']"
926,47,Perhexiline,"['F41', 'F45']","['anxiety disorders', 'somatoform disorders']"
927,355,Diphenylpyraline,"['C53', 'C54', 'C55', 'D25', 'K81']","['malignant neoplasm of cervix uteri', 'malignant neoplasm of corpus uteri', 'malignant neoplasm of uterus, part', 'leiomyoma of uterus', 'cholecystitis']"
928,243,Perhexiline,"['A04', 'K80', 'K81', 'K82', 'D72']","['bacterial intestinal infections', 'cholelithiasis', 'cholecystitis', 'diseases of gallbladder', 'disorders of white blood cells']"
929,397,Arsenic trioxide,"['F33', 'F43', 'F50', 'F60', 'B37', 'F40', 'L30']","['recurrent depressive disorder', 'reaction to severe stress, and adjustment disorders', 'eating disorders', 'specific personality disorders', 'candidiasis', 'phobic anxiety disorders', 'dermatitis']"
930,140,Ombitasvir,"['J44', 'J43', 'J96']","['chronic obstructive pulmonary disease', 'emphysema', 'respiratory failure']"
931,275,Cortisone acetate,"['I99', 'A04', 'E78', 'E83', 'G46', 'G51', 'M10', 'M85', 'F50', 'N04', 'N05', 'N62', 'N87']","['disorders of circulatory system', 'bacterial intestinal infections', 'disorders of lipoprotein metabolism and lipidaemias', 'disorders of mineral metabolism', 'vascular syndromes of brain in cerebrovascular diseases', 'facial nerve disorders', 'gout', 'disorders of bone density and structure', 'eating disorders', 'nephrotic syndrome', 'minor glomerular abnormality', 'hypertrophy of breast', 'dysplasia of cervix uteri']"
932,364,Hydroxyzine,"['E14', 'E16', 'I79', 'L03', 'M86', 'N08']","['diabetes mellitus', 'disorders of pancreatic internal secretion', 'disorders of arteries, arterioles and capillaries in diseases classified elsewhere', 'cellulitis', 'osteomyelitis', 'glomerular disorders in diseases classified elsewhere']"
933,436,Trimebutine,"['I50', 'J81']","['heart failure', 'pulmonary oedema']"
934,64,Betaxolol,"['A63', 'D06', 'N87']","['sexually transmitted diseases', 'carcinoma in situ of cervix uteri', 'dysplasia of cervix uteri']"
935,74,Amobarbital,"['E06', 'E10', 'E14', 'E16']","['thyroiditis', 'insulin-dependent diabetes mellitus', 'diabetes mellitus', 'disorders of pancreatic internal secretion']"
936,219,Hyaluronidase,"['D21', 'D25', 'K66', 'N73', 'N80', 'N83', 'N84', 'N85', 'N88', 'N92', 'N94']","['benign neoplasms of connective and soft tissue', 'leiomyoma of uterus', 'disorders of peritoneum', 'female pelvic inflammatory diseases', 'endometriosis', 'noninflammatory disorders of ovary, fallopian tube and broad ligament', 'polyp of female genital tract', 'noninflammatory disorders of uterus, except cervix', 'noninflammatory disorders of cervix uteri', 'excessive, frequent and irregular menstruation', 'pain and conditions associated with female genital organs and menstrual cycle']"
937,69,Enfuvirtide,"['K66', 'N73', 'N80', 'N94']","['disorders of peritoneum', 'female pelvic inflammatory diseases', 'endometriosis', 'pain and conditions associated with female genital organs and menstrual cycle']"
938,50,Bupranolol,"['H83', 'H91', 'H93']","['diseases of inner ear', 'hearing loss', 'disorders of ear']"
939,237,Levodopa,"['N35', 'N39', 'N76', 'N81', 'N10', 'N30']","['urethral stricture', 'disorders of urinary system', 'inflammation of vagina and vulva', 'female genital prolapse', 'acute tubulo-interstitial nephritis', 'cystitis']"
940,279,Benzthiazide,"['F06', 'F48', 'F32', 'F40', 'F44', 'D16', 'F11', 'F22', 'F51', 'J00', 'J37', 'L28', 'N89']","['mental disorders due to brain damage and dysfunction and to physical disease', 'neurotic disorders', 'depressive episode', 'phobic anxiety disorders', 'dissociative [conversion] disorders', 'benign neoplasm of bone and articular cartilage', 'mental and behavioural disorders due to use of opioids', 'persistent delusional disorders', 'sleep disorders', 'acute nasopharyngitis [common cold]', 'chronic laryngitis and laryngotracheitis', 'lichen simplex chronicus and prurigo', 'noninflammatory disorders of vagina']"
941,147,Lidocaine,"['K76', 'N28', 'B37']","['diseases of liver', 'disorders of kidney and ureter', 'candidiasis']"
942,374,Cetuximab,"['H10', 'F13', 'F33', 'F41', 'F43', 'F45', 'K59']","['conjunctivitis', 'mental and behavioural disorders due to use of sedatives or hypnotics', 'recurrent depressive disorder', 'anxiety disorders', 'reaction to severe stress, and adjustment disorders', 'somatoform disorders', 'functional intestinal disorders']"
943,375,Fluphenazine,"['K20', 'K51', 'A49', 'K29', 'J37', 'N89']","['oesophagitis', 'ulcerative colitis', 'bacterial infection of site', 'gastritis and duodenitis', 'chronic laryngitis and laryngotracheitis', 'noninflammatory disorders of vagina']"
944,364,Diphenylpyraline,"['E14', 'E16', 'I79', 'L03', 'M86', 'N08']","['diabetes mellitus', 'disorders of pancreatic internal secretion', 'disorders of arteries, arterioles and capillaries in diseases classified elsewhere', 'cellulitis', 'osteomyelitis', 'glomerular disorders in diseases classified elsewhere']"
945,117,Propericiazine,"['E10', 'E14', 'E11']","['insulin-dependent diabetes mellitus', 'diabetes mellitus', 'non-insulin-dependent diabetes mellitus']"
946,49,Trazodone,"['J96', 'G40', 'G41']","['respiratory failure', 'epilepsy', 'status epilepticus']"
947,120,Panobinostat,"['F31', 'F10', 'K70']","['bipolar affective disorder', 'mental and behavioural disorders due to use of alcohol', 'alcoholic liver disease']"
948,278,Chlorpropamide,"['F10', 'F19', 'D52', 'G93', 'I46', 'K26', 'M80']","['mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to multiple drug use and use of psychoactive substances', 'folate deficiency anaemia', 'disorders of brain', 'cardiac arrest', 'duodenal ulcer', 'osteoporosis with pathological fracture']"
949,324,Choline magnesium trisalicylate,"['N00', 'D46', 'E53', 'F05', 'G31', 'H49', 'I10', 'I12', 'I13', 'I62', 'I99', 'J02', 'J04', 'J30', 'J41', 'J42', 'J69', 'K20', 'K73', 'K75', 'L29', 'M10', 'M40', 'M46', 'N10', 'D26', 'E24', 'L73']","['acute nephritic syndrome', 'myelodysplastic syndromes', 'deficiency of b group vitamins', 'delirium', 'degenerative diseases of nervous system', 'paralytic strabismus', 'essential (primary) hypertension', 'hypertensive renal disease', 'hypertensive heart and renal disease', 'nontraumatic intracranial haemorrhage', 'disorders of circulatory system', 'acute pharyngitis', 'acute laryngitis and tracheitis', 'vasomotor and allergic rhinitis', 'simple and mucopurulent chronic bronchitis', 'chronic bronchitis', 'pneumonitis due to solids and liquids', 'oesophagitis', 'chronic hepatitis', 'inflammatory liver diseases', 'pruritus', 'gout', 'kyphosis and lordosis', 'inflammatory spondylopathies', 'acute tubulo-interstitial nephritis', 'benign neoplasms of uterus', ""cushing's syndrome"", 'follicular disorders']"
950,44,Mepyramine,"['F11', 'F13', 'F19']","['mental and behavioural disorders due to use of opioids', 'mental and behavioural disorders due to use of sedatives or hypnotics', 'mental and behavioural disorders due to multiple drug use and use of psychoactive substances']"
951,148_222,Fludrocortisone,"['K80', 'K81', 'K82', 'K83']","['cholelithiasis', 'cholecystitis', 'diseases of gallbladder', 'diseases of biliary tract']"
952,237,Iron,"['N35', 'N39', 'N76', 'N81', 'N10', 'N30']","['urethral stricture', 'disorders of urinary system', 'inflammation of vagina and vulva', 'female genital prolapse', 'acute tubulo-interstitial nephritis', 'cystitis']"
953,185,Chlorothiazide,"['F17', 'G45', 'J38', 'J40', 'J43', 'J98']","['mental and behavioural disorders due to use of tobacco', 'transient cerebral ischaemic attacks and related syndromes', 'diseases of vocal cords and larynx', 'bronchitis', 'emphysema', 'respiratory disorders']"
954,62_101_155,Silodosin,"['N10', 'N13', 'N20']","['acute tubulo-interstitial nephritis', 'obstructive and reflux uropathy', 'calculus of kidney and ureter']"
955,280,Phenylephrine,"['F33', 'F50']","['recurrent depressive disorder', 'eating disorders']"
956,428,Bopindolol,"['F03', 'F13', 'F20', 'F22', 'G31']","['dementia', 'mental and behavioural disorders due to use of sedatives or hypnotics', 'schizophrenia', 'persistent delusional disorders', 'degenerative diseases of nervous system']"
957,120,Edrophonium,"['F31', 'F10', 'K70']","['bipolar affective disorder', 'mental and behavioural disorders due to use of alcohol', 'alcoholic liver disease']"
958,65_103,Defibrotide,"['B18', 'F10', 'F11', 'F12', 'F13', 'F14', 'F19']","['chronic viral hepatitis', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of opioids', 'mental and behavioural disorders due to use of cannabinoids', 'mental and behavioural disorders due to use of sedatives or hypnotics', 'mental and behavioural disorders due to use of cocaine', 'mental and behavioural disorders due to multiple drug use and use of psychoactive substances']"
959,61,Droxidopa,"['N12', 'N30', 'N39', 'N73', 'N76']","['tubulo-interstitial nephritis', 'cystitis', 'disorders of urinary system', 'female pelvic inflammatory diseases', 'inflammation of vagina and vulva']"
960,53,Urokinase,"['J30', 'J45', 'J46', 'L20']","['vasomotor and allergic rhinitis', 'asthma', 'status asthmaticus', 'atopic dermatitis']"
961,40,Afatinib,"['E66', 'E78', 'F17', 'I10', 'K76', 'K80']","['obesity', 'disorders of lipoprotein metabolism and lipidaemias', 'mental and behavioural disorders due to use of tobacco', 'essential (primary) hypertension', 'diseases of liver', 'cholelithiasis']"
962,43,Alprenolol,"['E87', 'F10', 'F12']","['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']"
963,279,Acetylsalicylic acid,"['F06', 'F48', 'F32', 'F40', 'F44', 'D16', 'F11', 'F22', 'F51', 'J00', 'J37', 'L28', 'N89']","['mental disorders due to brain damage and dysfunction and to physical disease', 'neurotic disorders', 'depressive episode', 'phobic anxiety disorders', 'dissociative [conversion] disorders', 'benign neoplasm of bone and articular cartilage', 'mental and behavioural disorders due to use of opioids', 'persistent delusional disorders', 'sleep disorders', 'acute nasopharyngitis [common cold]', 'chronic laryngitis and laryngotracheitis', 'lichen simplex chronicus and prurigo', 'noninflammatory disorders of vagina']"
964,69,Methylphenidate,"['K66', 'N73', 'N80', 'N94']","['disorders of peritoneum', 'female pelvic inflammatory diseases', 'endometriosis', 'pain and conditions associated with female genital organs and menstrual cycle']"
965,176,Glycine betaine,"['D53', 'F10', 'G62', 'I85', 'K74', 'F12']","['nutritional anaemias', 'mental and behavioural disorders due to use of alcohol', 'polyneuropathies', 'oesophageal varices', 'fibrosis and cirrhosis of liver', 'mental and behavioural disorders due to use of cannabinoids']"
