ICD	Disease Name	Consensus Name	PubMed_query_name
H66	"suppurative and unspecified otitis media;acute suppurative otitis media;chronic tubotympanic suppurative otitis media;chronic atticoantral suppurative otitis media;other chronic suppurative otitis media;suppurative otitis media, unspecified;otitis media, unspecified"	chronic suppurative otitis media	chronic suppurative otitis media
H67	otitis media in diseases classified elsewhere;otitis media in bacterial diseases classified elsewhere;otitis media in viral diseases classified elsewhere;otitis media in other diseases classified elsewhere	otitis media in diseases classified elsewhere	otitis media in diseases classified elsewhere
H68	eustachian salpingitis and obstruction;eustachian salpingitis;obstruction of eustachian tube	eustachian salpingitis and obstruction	eustachian salpingitis and obstruction
H69	"other disorders of eustachian tube;patulous eustachian tube;other specified disorders of eustachian tube;eustachian tube disorder, unspecified"	disorders of eustachian tube	disorders of eustachian tube
H70	"mastoiditis and related conditions;acute mastoiditis;chronic mastoiditis;petrositis;other mastoiditis and related conditions;mastoiditis, unspecified"	mastoiditis and related conditions	mastoiditis and related conditions
H71	cholesteatoma of middle ear	cholesteatoma of middle ear	cholesteatoma of middle ear
H72	"perforation of tympanic membrane;central perforation of tympanic membrane;attic perforation of tympanic membrane;other marginal perforations of tympanic membrane;other perforations of tympanic membrane;perforation of tympanic membrane, unspecified"	perforation of tympanic membrane	perforation of tympanic membrane
H73	"other disorders of tympanic membrane;acute myringitis;chronic myringitis;other specified disorders of tympanic membrane;disorder of tympanic membrane, unspecified"	disorders of tympanic membrane	disorders of tympanic membrane
H74	"other disorders of middle ear and mastoid;tympanosclerosis;adhesive middle ear disease;discontinuity and dislocation of ear ossicles;other acquired abnormalities of ear ossicles;polyp of middle ear;other specified disorders of middle ear and mastoid;disorder of middle ear and mastoid, unspecified"	disorders of middle ear and mastoid	disorders of middle ear and mastoid
H75	other disorders of middle ear and mastoid in diseases classified elsewhere;mastoiditis in infectious and parasitic diseases classified elsewhere;other specified disorders of middle ear and mastoid in diseases classified elsewhere	disorders of middle ear and mastoid in diseases classified elsewhere	disorders of middle ear and mastoid in diseases classified elsewhere
H80	"otosclerosis;otosclerosis involving oval window, nonobliterative;otosclerosis involving oval window, obliterative;cochlear otosclerosis;other otosclerosis;otosclerosis, unspecified"	otosclerosis	otosclerosis
H81	"disorders of vestibular function;meniere's disease;benign paroxysmal vertigo;vestibular neuronitis;other peripheral vertigo;vertigo of central origin;other disorders of vestibular function;disorder of vestibular function, unspecified"	disorders of vestibular function	disorders of vestibular function
H82	vertiginous syndromes in diseases classified elsewhere	vertiginous syndromes in diseases classified elsewhere	vertiginous syndromes in diseases classified elsewhere
H83	"other diseases of inner ear;labyrinthitis;labyrinthine fistula;labyrinthine dysfunction;noise effects on inner ear;other specified diseases of inner ear;disease of inner ear, unspecified"	diseases of inner ear	diseases of inner ear
H90	"conductive and sensorineural hearing loss;conductive hearing loss, bilateral;conductive hearing loss, unilateral with unrestricted hearing on the contralateral side;conductive hearing loss, unspecified;sensorineural hearing loss, bilateral;sensorineural hearing loss, unilateral with unrestricted hearing on the contralateral side;sensorineural hearing loss, unspecified;mixed conductive and sensorineural hearing loss, bilateral;mixed conductive and sensorineural hearing loss, unilateral with unrestricted hearing on the contralateral side;mixed conductive and sensorineural hearing loss, unspecified"	conductive and sensorineural hearing loss	conductive and sensorineural hearing loss
H91	"other hearing loss;ototoxic hearing loss;presbycusis;sudden idiopathic hearing loss;deaf mutism, not elsewhere classified;other specified hearing loss;hearing loss, unspecified"	hearing loss	hearing loss
H92	otalgia and effusion of ear;otalgia;otorrhoea;otorrhagia	otalgia and effusion of ear	otalgia and effusion of ear
H93	"other disorders of ear, not elsewhere classified;degenerative and vascular disorders of ear;tinnitus;other abnormal auditory perceptions;disorders of acoustic nerve;other specified disorders of ear;disorder of ear, unspecified"	"disorders of ear, not elsewhere classified"	disorders of ear
H94	other disorders of ear in diseases classified elsewhere;acoustic neuritis in infectious and parasitic diseases classified elsewhere;other specified disorders of ear in diseases classified elsewhere	disorders of ear in diseases classified elsewhere	disorders of ear in diseases classified elsewhere
H95	"postprocedural disorders of ear and mastoid process, not elsewhere classified;recurrent cholesteatoma of postmastoidectomy cavity;other disorders following mastoidectomy;other postprocedural disorders of ear and mastoid process;postprocedural disorder of ear and mastoid process, unspecified"	postprocedural disorders of ear and mastoid process	postprocedural disorders of ear and mastoid process
I00	rheumatic fever without mention of heart involvement	rheumatic fever without mention of heart involvement	rheumatic fever without mention of heart involvement
I01	"rheumatic fever with heart involvement;acute rheumatic pericarditis;acute rheumatic endocarditis;acute rheumatic myocarditis;other acute rheumatic heart disease;acute rheumatic heart disease, unspecified"	rheumatic fever with heart involvement	rheumatic fever with heart involvement
I02	rheumatic chorea;rheumatic chorea with heart involvement;rheumatic chorea without heart involvement	rheumatic chorea	rheumatic chorea
I05	"rheumatic mitral valve diseases;mitral stenosis;rheumatic mitral insufficiency;mitral stenosis with insufficiency;other mitral valve diseases;mitral valve disease, unspecified"	rheumatic mitral valve diseases	rheumatic mitral valve diseases
I06	"rheumatic aortic valve diseases;rheumatic aortic stenosis;rheumatic aortic insufficiency;rheumatic aortic stenosis with insufficiency;other rheumatic aortic valve diseases;rheumatic aortic valve disease, unspecified"	rheumatic aortic valve diseases	rheumatic aortic valve diseases
I07	"rheumatic tricuspid valve diseases;tricuspid stenosis;tricuspid insufficiency;tricuspid stenosis with insufficiency;other tricuspid valve diseases;tricuspid valve disease, unspecified"	rheumatic tricuspid valve diseases	rheumatic tricuspid valve diseases
I08	"multiple valve diseases;disorders of both mitral and aortic valves;disorders of both mitral and tricuspid valves;disorders of both aortic and tricuspid valves;combined disorders of mitral, aortic and tricuspid valves;other multiple valve diseases;multiple valve disease, unspecified"	multiple valve diseases	multiple valve diseases
I09	"other rheumatic heart diseases;rheumatic myocarditis;rheumatic diseases of endocardium, valve unspecified;chronic rheumatic pericarditis;other specified rheumatic heart diseases;rheumatic heart disease, unspecified"	rheumatic heart diseases	rheumatic heart diseases
I10	essential (primary) hypertension	essential (primary) hypertension	essential (primary) hypertension
I11	hypertensive heart disease;hypertensive heart disease with (congestive) heart failure;hypertensive heart disease without (congestive) heart failure	hypertensive heart disease	hypertensive heart disease
I12	hypertensive renal disease;hypertensive renal disease with renal failure;hypertensive renal disease without renal failure	hypertensive renal disease	hypertensive renal disease
I13	"hypertensive heart and renal disease;hypertensive heart and renal disease with (congestive) heart failure;hypertensive heart and renal disease with renal failure;hypertensive heart and renal disease with both (congestive) heart failure and renal failure;hypertensive heart and renal disease, unspecified"	hypertensive heart and renal disease	hypertensive heart and renal disease
I15	"secondary hypertension;renovascular hypertension;hypertension secondary to other renal disorders;hypertension secondary to endocrine disorders;other secondary hypertension;seconday hypertension, unspecified"	secondary hypertension	secondary hypertension
I20	"angina pectoris;unstable angina;angina pectoris with documented spasm;other forms of angina pectoris;angina pectoris, unspecified"	angina pectoris	angina pectoris
I21	"acute myocardial infarction;acute transmural myocardial infarction of anterior wall;acute transmural myocardial infarction of inferior wall;acute transmural myocardial infarction of other sites;acute transmural myocardial infarction of unspecified site;acute subendocardial myocardial infarction;acute myocardial infarction, unspecified;i21.x presumed acute myicardial infaction (unconfirmed)"	acute myocardial infarction	acute myocardial infarction
